name,href,years,imdb_description,pg_rating,imdb_genre_tags,imdb_rating,num_votes,img_thumbnail,tmdb_id,tmdb_name,original_name,original_language,origin_country,tmdb_popularity,tmdb_vote_average,tmdb_vote_count,first_air_date,tmdb_adult_content,tmdb_poster_path,tmdb_overview,tmdb_tagline,tmdb_genres,tv_networks,tmdb_keywords,is_anime
Attack on Titan,/title/tt2560140/,(2013–2023),"After his hometown is destroyed and his mother is killed, young Eren Jaeger vows to cleanse the earth of the giant humanoid Titans that have brought humanity to the brink of extinction.",TV-MA,"Animation, Action, Adventure",9.0,403873,"https://m.media-amazon.com/images/M/MV5BNDFjYTIxMjctYTQ2ZC00OGQ4LWE3OGYtNDdiMzNiNDZlMDAwXkEyXkFqcGdeQXVyNzI3NjY3NjQ@._V1_UY98_CR3,0,67,98_AL_.jpg",1429.0,Attack on Titan,進撃の巨人,ja,['JP'],108.627,8.654,5121.0,2013-04-07,False,/sHim6U0ANsbzxcmNRYuIubBVQaz.jpg,"Several hundred years ago, humans were nearly exterminated by Titans. Titans are typically several stories tall, seem to have no intelligence, devour human beings and, worst of all, seem to do it for the pleasure rather than as a food source. A small percentage of humanity survived by walling themselves in a city protected by extremely high walls, even taller than the biggest Titans. Flash forward to the present and the city has not seen a Titan in over 100 years. Teenage boy Eren and his foster sister Mikasa witness something horrific as the city walls are destroyed by a Colossal Titan that appears out of thin air. As the smaller Titans flood the city, the two kids watch in horror as their mother is eaten alive. Eren vows that he will murder every single Titan and take revenge for all of mankind.",,"Sci-Fi & Fantasy, Animation, Action & Adventure","MBS, NHK G, Tokyo MX","politics, dystopia, giant monster, coup d'etat, based on manga, super power, family tragedy, devastation, against the odds, seinen, shounen, anime, titans, war",1
The Last of Us,/title/tt3581920/,(2023– ),"After a global pandemic destroys civilization, a hardened survivor takes charge of a 14-year-old girl who may be humanity's last hope.",TV-MA,"Action, Adventure, Drama",8.9,374882,"https://m.media-amazon.com/images/M/MV5BZGUzYTI3M2EtZmM0Yy00NGUyLWI4ODEtN2Q3ZGJlYzhhZjU3XkEyXkFqcGdeQXVyNTM0OTY1OQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",100088.0,The Last of Us,The Last of Us,en,['US'],1035.317,8.755,3198.0,2023-01-15,False,/uKvVjHNqB5VmOrdxqAt2F7J78ED.jpg,"Twenty years after modern civilization has been destroyed, Joel, a hardened survivor, is hired to smuggle Ellie, a 14-year-old girl, out of an oppressive quarantine zone. What starts as a small job soon becomes a brutal, heartbreaking journey, as they both must traverse the United States and depend on each other for survival.","When you're lost in the darkness, look for the light.",Drama,HBO,"people smuggling, post-apocalyptic future, infection, survival, epidemic, based on video game, horror",0
The Flash,/title/tt3107288/,(2014–2023),"After being struck by lightning, Barry Allen wakes up from his coma to discover he's been given the power of super speed, becoming the Flash, and fighting crime in Central City.",TV-PG,"Action, Adventure, Drama",7.5,353814,"https://m.media-amazon.com/images/M/MV5BZjlkM2RjODgtNjRlYS00MDNjLTkxMzYtOWM4NjAwZTY2MjZiXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_UY98_CR5,0,67,98_AL_.jpg",60735.0,The Flash,The Flash,en,['US'],549.52,7.8,10342.0,2014-10-07,False,/rg8N7x27Ef6PvlIiioLStf9ZaIO.jpg,"After a particle accelerator causes a freak storm, CSI Investigator Barry Allen is struck by lightning and falls into a coma. Months later he awakens with the power of super speed, granting him the ability to move through Central City like an unseen guardian angel. Though initially excited by his newfound powers, Barry is shocked to discover he is not the only ""meta-human"" who was created in the wake of the accelerator explosion -- and not everyone is using their new powers for good. Barry partners with S.T.A.R. Labs and dedicates his life to protect the innocent. For now, only a few close friends and associates know that Barry is literally the fastest man alive, but it won't be long before the world learns what Barry Allen has become...The Flash.",The final run.,"Drama, Sci-Fi & Fantasy",The CW,"superhero, speed, based on comic, super power, masked superhero, supervillain",0
WandaVision,/title/tt9140560/,(2021),"Blends the style of classic sitcoms with the MCU, in which Wanda Maximoff and Vision - two super-powered beings living their ideal suburban lives - begin to suspect that everything is not as it seems.",TV-PG,"Action, Comedy, Drama",7.9,336796,"https://m.media-amazon.com/images/M/MV5BZGEwYmMwZmMtMTQ3MS00YWNhLWEwMmQtZTU5YTIwZmJjZGQ0XkEyXkFqcGdeQXVyMTI5MzA5MjA1._V1_UX67_CR0,0,67,98_AL_.jpg",85271.0,WandaVision,WandaVision,en,['US'],72.226,8.284,10969.0,2021-01-15,False,/frobUz2X5Pc8OiVZU8Oo5K3NKMM.jpg,Wanda Maximoff and Visiontwo super-powered beings living idealized suburban livesbegin to suspect that everything is not as it seems.,Experience a new vision of reality.,"Sci-Fi & Fantasy, Mystery, Drama",Disney+,"superhero, supernatural, based on comic, suburbia, miniseries, superhero team, marvel cinematic universe (mcu)",0
Loki,/title/tt9140554/,(2021– ),The mercurial villain Loki resumes his role as the God of Mischief in a new series that takes place after the events of “Avengers: Endgame.”,TV-14,"Action, Adventure, Fantasy",8.2,334512,"https://m.media-amazon.com/images/M/MV5BNTkwOTE1ZDYtODQ3Yy00YTYwLTg0YWQtYmVkNmFjNGZlYmRiXkEyXkFqcGdeQXVyNTc4MjczMTM@._V1_UX67_CR0,0,67,98_AL_.jpg",84958.0,Loki,Loki,en,['US'],109.755,8.17,9789.0,2021-06-09,False,/kEl2t3OhXc3Zb9FBh1AuYzRTgZp.jpg,"After stealing the Tesseract during the events of Avengers: Endgame, an alternate version of Loki is brought to the mysterious Time Variance Authority, a bureaucratic organization that exists outside of time and space and monitors the timeline. They give Loki a choice: face being erased from existence due to being a time variant or help fix the timeline and stop a greater threat.",Loki's time has come.,"Drama, Sci-Fi & Fantasy",Disney+,"superhero, secret organization, based on comic, spin off, marvel cinematic universe (mcu), alternate timeline, multiverse, antihero",0
Avatar: The Last Airbender,/title/tt0417299/,(2005–2008),"In a war-torn world of elemental magic, a young boy reawakens to undertake a dangerous mystic quest to fulfill his destiny as the Avatar, and bring peace to the world.",TV-Y7-FV,"Animation, Action, Adventure",9.3,327520,"https://m.media-amazon.com/images/M/MV5BODc5YTBhMTItMjhkNi00ZTIxLWI0YjAtNTZmOTY0YjRlZGQ0XkEyXkFqcGdeQXVyODUwNjEzMzg@._V1_UX67_CR0,0,67,98_AL_.jpg",246.0,Avatar: The Last Airbender,Avatar: The Last Airbender,en,['US'],56.297,8.687,3226.0,2005-02-21,False,/cHFZA8Tlv03nKTGXhLOYOLtqoSm.jpg,"In a war-torn world of elemental magic, a young boy reawakens to undertake a dangerous mystic quest to fulfill his destiny as the Avatar, and bring peace to the world.",Water. Earth. Fire. Air.,"Animation, Action & Adventure, Sci-Fi & Fantasy","Nickelodeon, Netflix","friendship, martial arts, saving the world, magic, monk, asia, child hero, reincarnation, honor, destiny",0
The Lord of the Rings: The Rings of Power,/title/tt7631058/,(2022– ),"Epic drama set thousands of years before the events of J.R.R. Tolkien's 'The Hobbit' and 'The Lord of the Rings' follows an ensemble cast of characters, both familiar and new, as they confront the long-feared re-emergence of evil to Middle-earth.",TV-14,"Action, Adventure, Drama",6.9,327079,"https://m.media-amazon.com/images/M/MV5BNTg3NjcxYzgtYjljNC00Y2I2LWE3YmMtOTliZTkwYTE1MmZiXkEyXkFqcGdeQXVyNTY4NDc5MDE@._V1_UY98_CR5,0,67,98_AL_.jpg",84773.0,The Lord of the Rings: The Rings of Power,The Lord of the Rings: The Rings of Power,en,['US'],222.358,7.47,1981.0,2022-09-01,False,/mYLOqiStMxDK3fYZFirgrMt8z5d.jpg,"Beginning in a time of relative peace, we follow an ensemble cast of characters as they confront the re-emergence of evil to Middle-earth. From the darkest depths of the Misty Mountains, to the majestic forests of Lindon, to the breathtaking island kingdom of Nmenor, to the furthest reaches of the map, these kingdoms and characters will carve out legacies that live on long after they are gone.",Journey to Middle-earth.,"Action & Adventure, Sci-Fi & Fantasy, Drama",Amazon,"based on novel or book, based on movie, high fantasy, sword and sorcery",0
House of the Dragon,/title/tt11198330/,(2022– ),"An internal succession war within House Targaryen at the height of its power, 172 years before the birth of Daenerys Targaryen.",TV-MA,"Action, Adventure, Drama",8.5,321963,"https://m.media-amazon.com/images/M/MV5BZjBiOGIyY2YtOTA3OC00YzY1LThkYjktMGRkYTNhNTExY2I2XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg",94997.0,House of the Dragon,House of the Dragon,en,['US'],326.101,8.478,3070.0,2022-08-21,False,/1X4h40fcB4WWUmIBK0auT4zRBAV.jpg,"The Targaryen dynasty is at the absolute apex of its power, with more than 15 dragons under their yoke. Most empires crumble from such heights. In the case of the Targaryens, their slow fall begins when King Viserys breaks with a century of tradition by naming his daughter Rhaenyra heir to the Iron Throne. But when Viserys later fathers a son, the court is shocked when Rhaenyra retains her status as his heir, and seeds of division sow friction across the realm.",Fire and blood.,"Sci-Fi & Fantasy, Drama, Action & Adventure",HBO,"based on novel or book, giant monster, knight, dragon, king, fantasy world",0
The Umbrella Academy,/title/tt1312171/,(2019–2023),"A family of former child heroes, now grown apart, must reunite to continue to protect the world.",TV-14,"Action, Adventure, Comedy",7.9,256125,"https://m.media-amazon.com/images/M/MV5BOTdlODM0MTAtMzRiZi00MTQxLWE0MGUtNTNjOGZjNjAzN2E0XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY98_CR5,0,67,98_AL_.jpg",75006.0,The Umbrella Academy,The Umbrella Academy,en,['US'],97.823,8.624,8667.0,2019-02-15,False,/qhcwrnnCnN8NE1N6XXKHFmveJR9.jpg,"A dysfunctional family of superheroes comes together to solve the mystery of their father's death, the threat of the apocalypse and more.",Too many siblings. Not enough timeline.,"Action & Adventure, Sci-Fi & Fantasy, Drama",Netflix,"superhero, time travel, dysfunctional family, based on comic, alternate history, apocalypse, universe, super power, end of world, siblings, children",0
Spartacus,/title/tt1442449/,(2010–2013),"The life of Spartacus, the gladiator who lead a rebellion against the Romans. From his time as an ally of the Romans, to his betrayal and becoming a gladiator, to the rebellion he leads and its ultimate outcome.",TV-MA,"Action, Adventure, Biography",8.5,246513,"https://m.media-amazon.com/images/M/MV5BZWQ4MjA2YzEtOTQzYi00NWQ1LWI0ZDEtN2VkZjhmYTc3MzU0XkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_UX67_CR0,0,67,98_AL_.jpg",46296.0,Spartacus,Spartacus,en,['US'],147.189,7.982,2017.0,2010-01-22,False,/kAUI0oOWZbGAQMmv7WM6scvoE34.jpg,"Torn from his homeland and the woman he loves, Spartacus is condemned to the brutal world of the arena where blood and death are primetime entertainment.",,Drama,Starz,"gladiator, arena, ancient rome, slave, peplum",0
The Punisher,/title/tt5675620/,(2017–2019),"After his revenge on those who murdered his family, aimless Marine veteran Frank Castle finds a new meaning in life as a vigilante known as ""The Punisher"".",TV-MA,"Action, Crime, Drama",8.5,245036,"https://m.media-amazon.com/images/M/MV5BNjJhZDZhNWYtMjdhYS00NjkyLWE5NzItMzljNmQ3NGE4MGZjXkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_UY98_CR3,0,67,98_AL_.jpg",67178.0,Marvel's The Punisher,Marvel's The Punisher,en,['US'],82.565,8.112,2052.0,2017-11-17,False,/tM6xqRKXoloH9UchaJEyyRE9O1w.jpg,A former Marine out to punish the criminals responsible for his family's murder finds himself ensnared in a military conspiracy.,The truth must be taken.,"Action & Adventure, Crime, Drama",Netflix,"gun, anti hero, based on comic, vigilante, justice, marvel cinematic universe (mcu)",0
Moon Knight,/title/tt10234724/,(2022),Steven Grant discovers he's been granted the powers of an Egyptian moon god. But he soon finds out that these newfound powers can be both a blessing and a curse to his troubled life.,TV-14,"Action, Adventure, Fantasy",7.3,239439,"https://m.media-amazon.com/images/M/MV5BYTc5OWNhYjktMThlOS00ODUxLTgwNDQtZjdjYjkyM2IwZTZlXkEyXkFqcGdeQXVyNTA3MTU2MjE@._V1_UX67_CR0,0,67,98_AL_.jpg",92749.0,Moon Knight,Moon Knight,en,['US'],119.416,7.87,2121.0,2022-03-30,False,/YksR65as1ppF2N48TJAh2PLamX.jpg,"When Steven Grant, a mild-mannered gift-shop employee, becomes plagued with blackouts and memories of another life, he discovers he has dissociative identity disorder and shares a body with mercenary Marc Spector. As Steven/Marcs enemies converge upon them, they must navigate their complex identities while thrust into a deadly mystery among the powerful gods of Egypt.",Embrace the chaos.,"Action & Adventure, Sci-Fi & Fantasy, Mystery",Disney+,"superhero, based on comic, miniseries, gods, egyptian mythology, marvel cinematic universe (mcu), dissociative identity disorder",0
Gotham,/title/tt3749900/,(2014–2019),The story behind Detective James Gordon's rise to prominence in Gotham City in the years before Batman's arrival.,TV-14,"Action, Crime, Drama",7.8,233927,"https://m.media-amazon.com/images/M/MV5BMmUyOTdjMGEtN2RmNC00YzUwLTg5ZDEtMTI1NWE4ZjcwN2ViXkEyXkFqcGdeQXVyNTA3MTU2MjE@._V1_UY98_CR0,0,67,98_AL_.jpg",60708.0,Gotham,Gotham,en,['US'],149.324,7.602,3056.0,2014-09-22,False,/4XddcRDtnNjYmLRMYpbrhFxsbuq.jpg,"Everyone knows the name Commissioner Gordon. He is one of the crime world's greatest foes, a man whose reputation is synonymous with law and order. But what is known of Gordon's story and his rise from rookie detective to Police Commissioner? What did it take to navigate the multiple layers of corruption that secretly ruled Gotham City, the spawning ground of the world's most iconic villains? And what circumstances created them  the larger-than-life personas who would become Catwoman, The Penguin, The Riddler, Two-Face and The Joker?","Before Batman, there was Gotham.","Drama, Crime, Sci-Fi & Fantasy",FOX,"insane asylum, based on comic, super power, super villain, origin story",0
The Falcon and the Winter Soldier,/title/tt9208876/,(2021),"Following the events of 'Avengers: Endgame,' Sam Wilson/Falcon and Bucky Barnes/Winter Soldier team up in a global adventure that tests their abilities -- and their patience.",TV-14,"Action, Adventure, Drama",7.2,230446,"https://m.media-amazon.com/images/M/MV5BODNiODVmYjItM2MyMC00ZWQyLTgyMGYtNzJjMmVmZTY2OTJjXkEyXkFqcGdeQXVyNzk3NDUzNTc@._V1_UX67_CR0,0,67,98_AL_.jpg",88396.0,The Falcon and the Winter Soldier,The Falcon and the Winter Soldier,en,['US'],57.739,7.717,7758.0,2021-03-19,False,/6kbAMLteGO8yyewYau6bJ683sw7.jpg,"Following the events of Avengers: Endgame, the Falcon, Sam Wilson and the Winter Soldier, Bucky Barnes team up in a global adventure that tests their abilities, and their patience.",Honor the shield.,"Action & Adventure, Drama",Disney+,"superhero, based on comic, miniseries, spin off, marvel cinematic universe (mcu)",0
Arcane,/title/tt11126994/,(2021– ),"Set in Utopian Piltover and the oppressed underground of Zaun, the story follows the origins of two iconic League Of Legends champions and the power that will tear them apart.",TV-14,"Animation, Action, Adventure",9.0,223330,"https://m.media-amazon.com/images/M/MV5BYmU5OWM5ZTAtNjUzOC00NmUyLTgyOWMtMjlkNjdlMDAzMzU1XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",94605.0,Arcane,Arcane,en,['US'],69.883,8.749,2989.0,2021-11-06,False,/fqldf2t8ztc9aiwn3k6mlX3tvRT.jpg,"Amid the stark discord of twin cities Piltover and Zaun, two sisters fight on rival sides of a war between magic technologies and clashing convictions.",,"Animation, Sci-Fi & Fantasy, Action & Adventure, Drama",Netflix,"magic, battle, based on video game, lgbt, adult animation, warrior, origin, power",0
Agents of S.H.I.E.L.D.,/title/tt2364582/,(2013–2020),"The missions of the Strategic Homeland Intervention, Enforcement and Logistics Division.",TV-PG,"Action, Adventure, Drama",7.5,219908,"https://m.media-amazon.com/images/M/MV5BMTkwODYyMjgzOV5BMl5BanBnXkFtZTgwODAzMTE5MjE@._V1_UX67_CR0,0,67,98_AL_.jpg",1403.0,Marvel's Agents of S.H.I.E.L.D.,Marvel's Agents of S.H.I.E.L.D.,en,['US'],129.138,7.48,3105.0,2013-09-24,False,/gHUCCMy1vvj58tzE3dZqeC9SXus.jpg,"Agent Phil Coulson of S.H.I.E.L.D. (Strategic Homeland Intervention, Enforcement and Logistics Division) puts together a team of agents to investigate the new, the strange and the unknown around the globe, protecting the ordinary from the extraordinary.",Not all heroes are super.,"Drama, Sci-Fi & Fantasy, Action & Adventure",ABC,"superhero, based on comic, secret government organization, marvel cinematic universe (mcu)",0
Jessica Jones,/title/tt2357547/,(2015–2019),"Following the tragic end of her brief superhero career, Jessica Jones tries to rebuild her life as a private investigator, dealing with cases involving people with remarkable abilities in New York City.",TV-MA,"Action, Crime, Drama",7.9,218410,"https://m.media-amazon.com/images/M/MV5BM2QyNmZkNTYtZWQyZi00NDhhLWEzMDItYmIzY2U4ZWVmOWNhXkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",38472.0,Marvel's Jessica Jones,Marvel's Jessica Jones,en,['US'],32.561,7.537,1956.0,2015-11-20,False,/paf9wL3mOW9LT3ZjRxXqJcjeMEv.jpg,"After a tragic ending to her short-lived super hero stint, Jessica Jones is rebuilding her personal life and career as a detective who gets pulled into cases involving people with extraordinary abilities in New York City.",Your powers can't save you.,"Sci-Fi & Fantasy, Drama",Netflix,"mind control, superhero, based on comic, female protagonist, super power, private detective, marvel cinematic universe (mcu), masked superhero, neo-noir",0
Obi-Wan Kenobi,/title/tt8466564/,(2022),"Jedi Master Obi-Wan Kenobi has to save young Leia after she is kidnapped, all the while being pursued by Imperial Inquisitors and his former Padawan, now known as Darth Vader.",TV-14,"Action, Adventure, Sci-Fi",7.1,204290,"https://m.media-amazon.com/images/M/MV5BOTAxOTlmOTAtMjA0Yy00YjVjLWE3OTQtYjAzMWMxOTAwZTY1XkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_UX67_CR0,0,67,98_AL_.jpg",92830.0,Obi-Wan Kenobi,Obi-Wan Kenobi,en,['US'],82.949,7.256,1164.0,2022-05-26,False,/qJRB789ceLryrLvOKrZqLKr2CGf.jpg,"During the reign of the Galactic Empire, former Jedi Master, Obi-Wan Kenobi, embarks on a crucial mission to confront allies turned enemies and face the wrath of the Empire.","Between darkness and defeat, hope survives.","Sci-Fi & Fantasy, Action & Adventure",Disney+,"childhood trauma, on the run, miniseries, child kidnapping, reluctant hero",0
Cobra Kai,/title/tt7221388/,(2018–2023),"Decades after their 1984 All Valley Karate Tournament bout, a middle-aged Daniel LaRusso and Johnny Lawrence find themselves martial-arts rivals again.",TV-14,"Action, Comedy, Drama",8.5,192065,"https://m.media-amazon.com/images/M/MV5BYWU4ZmI0NTItZjcyNy00MzQ5LThiNDQtZDZkNjg1NWUwN2RhXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_UX67_CR0,0,67,98_AL_.jpg",77169.0,Cobra Kai,Cobra Kai,en,['US'],243.889,8.2,5549.0,2018-05-02,False,/m7tG5E1EbywuwTsl6hq990So0Bx.jpg,"This Karate Kid sequel series picks up 30 years after the events of the 1984 All Valley Karate Tournament and finds Johnny Lawrence on the hunt for redemption by reopening the infamous Cobra Kai karate dojo. This reignites his old rivalry with the successful Daniel LaRusso, who has been working to maintain the balance in his life without mentor Mr. Miyagi.",Cobra Kai never dies.,"Action & Adventure, Drama, Comedy","Netflix, YouTube Premium","martial arts, california, karate, rivalry, sensei, dojo, martial artist, father figure, frenemies, father son relationship",0
Hawkeye,/title/tt10160804/,(2021),"Series based on the Marvel Comics superhero Hawkeye, centering on the adventures of Young Avenger, Kate Bishop, who took on the role after the original Avenger, Clint Barton.",TV-14,"Action, Adventure, Crime",7.5,191320,"https://m.media-amazon.com/images/M/MV5BMGQ1OWNlY2QtMGY1NC00ZDkxLWJhZTktMzg5Mzk5YWY1YzA1XkEyXkFqcGdeQXVyMTU5OTc2NTk@._V1_UX67_CR0,0,67,98_AL_.jpg",88329.0,Hawkeye,Hawkeye,en,['US'],77.335,8.012,2669.0,2021-11-24,False,/uQdAET8dl403BIVktl5gjtzXRDT.jpg,"Former Avenger Clint Barton has a seemingly simple mission: get back to his family for Christmas. Possible? Maybe with the help of Kate Bishop, a 22-year-old archer with dreams of becoming a superhero. The two are forced to work together when a presence from Bartons past threatens to derail far more than the festive spirit.","This holiday season, the best gifts come with a bow.","Drama, Comedy, Action & Adventure",Disney+,"new york city, holiday, crime fighter, superhero, based on comic, miniseries, buddy comedy, marvel cinematic universe (mcu), sign languages, christmas",0
24,/title/tt0285331/,(2001–2010),Counter Terrorism Agent Jack Bauer races against the clock to subvert terrorist plots and save his nation from ultimate disaster.,TV-14,"Action, Crime, Drama",8.4,190240,"https://m.media-amazon.com/images/M/MV5BMTg5OTkyNzA0NF5BMl5BanBnXkFtZTcwMDYyMDUwMg@@._V1_UX67_CR0,0,67,98_AL_.jpg",1973.0,24,24,en,['US'],117.646,7.775,1249.0,2001-11-06,False,/iq6yrZ5LEDXf1ArCOYLq8PIUBpV.jpg,"Counterterrorism agent Jack Bauer fights the bad guys of the world, a day at a time. With each week's episode unfolding in real-time, ""24"" covers a single day in the life of Bauer each season.",A lot can happen in a day.,"Action & Adventure, Drama",FOX,"biological weapon, traitor, revenge, los angeles, california, secret service, political intrigue , assassination of president, counter terrorist",0
Person of Interest,/title/tt1839578/,(2011–2016),"An ex-CIA agent and a wealthy programmer save lives via a surveillance AI that sends them the identities of civilians involved in impending crimes. However, the details of the crimes, including the civilians' roles, are left a mystery.",TV-14,"Action, Crime, Drama",8.5,180407,"https://m.media-amazon.com/images/M/MV5BZDU1NzA5YzUtNTdmNy00NTVjLWFhNzEtYWI1NmNkNTA1ZDBhXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY98_CR0,0,67,98_AL_.jpg",1411.0,Person of Interest,Person of Interest,en,['US'],72.468,8.082,1386.0,2011-09-22,False,/f8aIvYk5h7Z8EP3dinCmVgQFYow.jpg,"John Reese, former CIA paramilitary operative, is presumed dead and teams up with reclusive billionaire Finch to prevent violent crimes in New York City by initiating their own type of justice. With the special training that Reese has had in Covert Operations and Finch's genius software inventing mind, the two are a perfect match for the job that they have to complete. With the help of surveillance equipment, they work ""outside the law"" and get the right criminal behind bars.",You're Being Watched,"Drama, Action & Adventure, Crime, Sci-Fi & Fantasy",CBS,"new york city, artificial intelligence, hacker, police, anti hero, vigilante, surveillance, government agent, criminal profiler, procedural, techno thriller",0
"Love, Death & Robots",/title/tt9561862/,(2019– ),"A collection of animated short stories that span various genres including science fiction, fantasy, horror and comedy.",TV-MA,"Animation, Short, Action",8.4,176709,"https://m.media-amazon.com/images/M/MV5BYTNiYTNkNTAtYzE3ZS00ZDQ1LWEwZTYtZjI1NzYzMWJjY2U4XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_UX67_CR0,0,67,98_AL_.jpg",86831.0,"Love, Death & Robots","Love, Death & Robots",en,['US'],88.295,8.276,2532.0,2019-03-15,False,/cRiDlzzZC5lL7fvImuSjs04SUIJ.jpg,"Terrifying creatures, wicked surprises and dark comedy converge in this NSFW anthology of animated stories presented by Tim Miller and David Fincher.",The threesome you've been waiting for.,"Animation, Sci-Fi & Fantasy",Netflix,"gore, anthology, love, murder, cyberpunk, apocalypse, robot, death, based on short story, adult animation, military, spaceship, short film",0
Altered Carbon,/title/tt2261227/,(2018–2020),"Set in a future where consciousness is digitized and stored, a prisoner returns to life in a new body and must solve a mind-bending murder to win his freedom.",TV-MA,"Action, Drama, Sci-Fi",7.9,176491,"https://m.media-amazon.com/images/M/MV5BMjU2ZGQwYTctNTk2Ny00ODNmLTkzNDQtMWY2ZjM4MDI5ZmM5XkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_UX67_CR0,0,67,98_AL_.jpg",68421.0,Altered Carbon,Altered Carbon,en,['US'],54.031,7.728,1556.0,2018-02-02,False,/95IsiH4p5937YXQHaOS2W2dWYOG.jpg,"After 250 years on ice, a prisoner returns to life in a new body with one chance to win his freedom: by solving a mind-bending murder.",No body lives forever.,Sci-Fi & Fantasy,Netflix,"virtual reality, yakuza, investigation, biotechnology, distant future, cyberpunk, body-swap, consciousness, resistance fighter, neo-noir, cyber thriller, blade runner",0
Fullmetal Alchemist: Brotherhood,/title/tt1355642/,(2009–2010),Two brothers search for a Philosopher's Stone after an attempt to revive their deceased mother goes awry and leaves them in damaged physical forms.,TV-14,"Animation, Action, Adventure",9.1,176203,"https://m.media-amazon.com/images/M/MV5BZmEzN2YzOTItMDI5MS00MGU4LWI1NWQtOTg5ZThhNGQwYTEzXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY98_CR1,0,67,98_AL_.jpg",31911.0,Fullmetal Alchemist: Brotherhood,鋼の錬金術師 FULLMETAL ALCHEMIST,ja,['JP'],57.977,8.704,1608.0,2009-04-05,False,/5ZFUEOULaVml7pQuXxhpR2SmVUw.jpg,"Edward and Alphonse Elric's reckless disregard for alchemy's fundamental laws ripped half of Ed's limbs from his body and left Al's soul clinging to a cold suit of armor. To restore what was lost, the brothers scour a war-torn land for the Philosopher's Stone, a fabled relic which grants the ability to perform alchemy in impossible ways.

The Elrics are not alone in their search; the corrupt State Military is also eager to harness the artifact's power. So too are the strange Homunculi and their shadowy creator. The mythical gem lures exotic alchemists from distant kingdoms, scarring some deeply enough to inspire murder. As the Elrics find their course altered by these enemies and allies, their purpose remains unchanged  and their bond unbreakable.",,"Action & Adventure, Animation, Sci-Fi & Fantasy","MBS, TBS, CBC, SBS TV","politics, supernatural, conspiracy, steampunk, based on manga, alchemy, alchemist, shounen, anime",1
Rome,/title/tt0384766/,(2005–2007),A down-to-earth account of the lives of both illustrious and ordinary Romans set in the last days of the Roman Republic.,TV-MA,"Action, Drama, Romance",8.7,175654,"https://m.media-amazon.com/images/M/MV5BYTM4MmU1NWYtNzJjYy00YWFhLThjOGEtZmMxOGI1NzE0NGNiXkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_UX67_CR0,0,67,98_AL_.jpg",1891.0,Rome,Rome,en,['US'],30.565,8.272,1016.0,2005-08-28,False,/1A1BwgWO3Sw379VEhR0vkTuE3XW.jpg,A down-to-earth account of the lives of both illustrious and ordinary Romans set in the last days of the Roman Republic.,Every city has its secret,"Action & Adventure, Drama",HBO,"rome, italy, roman empire, ancient rome, betrayal, soldier, rise to power, historical drama, 1st century, brutal violence, political rival",0
She-Hulk: Attorney at Law,/title/tt10857160/,(2022),"Jennifer Walters navigates the complicated life of a single, 30-something attorney who also happens to be a green 6-foot-7-inch superpowered Hulk.",TV-14,"Action, Adventure, Comedy",5.2,174716,"https://m.media-amazon.com/images/M/MV5BMjU4MTkxNzktNzUyYy00NDM2LWE5NGQtNjJlN2Q0N2MxZDAxXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",92783.0,She-Hulk: Attorney at Law,She-Hulk: Attorney at Law,en,['US'],119.371,6.484,1594.0,2022-08-18,False,/3qO7wycn6o0lUJf15dupMFbEBTY.jpg,"Jennifer Walters navigates the complicated life of a single, 30-something attorney who also happens to be a green 6-foot-7-inch superpowered hulk.",You'll like her when she's angry.,"Comedy, Sci-Fi & Fantasy",Disney+,"superhero, based on comic, breaking the fourth wall, lawyer, miniseries, super power, marvel cinematic universe (mcu), woman director, female superhero",0
